1000;1;32;65.94514150591567
1000;1;32;64.62568112881854
1000;1;32;65.08510236209258
1000;5;32;2.7129007847979665
1000;5;32;2.775786082725972
1000;5;32;2.7557792868465185
1000;10;32;0.8365195370279253
1000;10;32;0.862679947167635
1000;10;32;0.8660916201770306
1000;20;32;0.6124732210300863
1000;20;32;0.6100815371610224
1000;20;32;0.6014312878251076
1000;55;32;0.6384628578089178
1000;55;32;0.6520104673691094
1000;55;32;0.6416851091198623
1000;150;32;1.5560259339399636
1000;150;32;1.5491986824199557
1000;150;32;1.5718653351068497
1000;400;32;6.475145171862096
1000;400;32;6.47148900013417
1000;400;32;6.507582927588373
