165;22;1;0.3985230289399624
165;22;1;0.39808389777317643
165;22;1;0.40763442125171423
1020;22;1;14.539717531297356
1020;22;1;14.557210125029087
1020;22;1;14.594290925655514
165;22;2;0.21330278180539608
165;22;2;0.2131959730759263
165;22;2;0.21173584600910544
1020;22;2;7.494270756375045
1020;22;2;7.458482348360121
1020;22;2;7.444450184237212
165;22;4;0.12190761277452111
165;22;4;0.12298405217006803
165;22;4;0.12208909168839455
1020;22;4;3.8093221145682037
1020;22;4;3.779649506788701
1020;22;4;3.754112323746085
165;22;8;0.08278645109385252
165;22;8;0.08260169858112931
165;22;8;0.08299989998340607
1020;22;8;1.9062296459451318
1020;22;8;1.9099585842341185
1020;22;8;1.912666801828891
165;22;16;0.07500775903463364
165;22;16;0.07162000006064773
165;22;16;0.0700395479798317
1020;22;16;1.0028107441030443
1020;22;16;1.0154201928526163
1020;22;16;0.9984707487747073
165;22;24;0.0861746328882873
165;22;24;0.08936080103740096
165;22;24;0.0862222220748663
1020;22;24;0.7392967632040381
1020;22;24;0.717802241910249
1020;22;24;0.7088242108002305
165;22;32;0.09640140272676945
165;22;32;0.10148898418992758
165;22;32;0.09574196534231305
1020;22;32;0.6243689362891018
1020;22;32;0.611406450625509
1020;22;32;0.6168292332440615
