1000;400;32;4.342
1000;1;32;0.917
1000;400;32;4.725
1000;20;32;1.343
1000;55;32;1.084
1000;10;32;1.203
1000;150;32;1.043
1000;5;32;1.125
1000;20;32;0.933
1000;10;32;1.22
1000;150;32;2.121
1000;150;32;0.831
1000;400;32;2.822
1000;1;32;1.422
1000;55;32;0.956
1000;10;32;1.024
1000;400;32;2.474
1000;5;32;1.227
1000;400;32;4.934
1000;1;32;1.608
1000;20;32;1.102
1000;10;32;0.788
1000;5;32;0.813
1000;1;32;1.031
1000;10;32;1.365
1000;5;32;0.949
1000;10;32;1.391
1000;55;32;1.855
1000;5;32;0.977
1000;400;32;4.873
1000;55;32;0.771
1000;400;32;4.815
1000;10;32;1.483
1000;5;32;1.21
1000;10;32;1.415
1000;55;32;1.36
1000;1;32;1.364
1000;10;32;1.31
1000;150;32;1.193
1000;10;32;1.125
1000;55;32;1.996
1000;150;32;2.97
1000;5;32;1.135
1000;55;32;0.879
1000;1;32;0.873
1000;400;32;5.101
1000;400;32;4.537
1000;20;32;1.46
1000;55;32;1.076
1000;10;32;1.533
